"phase title","phase see","pattern title","pattern see","rule title","rule context","generate context test","let name","let value","assert test","assert description","assert severity","notes"
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Food sales""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Laboratory-Testing""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Laboratory-Medical""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Laboratory""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Vivarium""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Zoo""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Office-Financial""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Office""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Bank""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Courthouse""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Public safety station-Fire""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Public safety station-Police""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Public safety station""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Public safety-Detention center""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is required","ERROR",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is required","ERROR",""
"","","","","","","","","","//auc:LaundrySystems/auc:LaundrySystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LaundrySystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Public safety-Correctional facility""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is required","ERROR",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is required","ERROR",""
"","","","","","","","","","//auc:LaundrySystems/auc:LaundrySystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LaundrySystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Public safety""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Warehouse-Refrigerated""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Warehouse-Unrefrigerated""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is recommended","WARNING",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Warehouse-Self-storage""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:HVACSystem found","INFO",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:PlugLoad found","INFO",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Warehouse""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Religious""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Cultural entertainment""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Social entertainment""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Arcade or casino without lodging""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Convention center""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Indoor arena""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Assembly-Race track""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
